,fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
55189,1,0.9,0.6502686813559773,-1,159,30,0.0006794014256086,-0.3260241973896122,AB,2624,3746.386823031935,3025.773706009701,4265.589446359079,0,19,CA,268,0,BA,0,1,-1,1,1500.0,0,INTERNET,5.103730040555486,other,0,1,0,5
55206,1,0.7000000000000001,0.1423513336811072,-1,39,50,0.0013514285974534,-0.2942778184591379,AB,1691,4594.788282430871,3361.830691408299,4142.189439943544,715,2,CC,202,1,BA,0,1,28,0,200.0,0,INTERNET,4.388320349895594,windows,0,1,0,1
55405,1,0.9,0.5424262226048379,-1,257,20,0.008026752128918,-1.3072490516009347,AB,1315,7764.403889624538,5483.4916210278825,5119.912714266189,11,17,CA,276,1,BA,0,1,-1,0,1900.0,0,INTERNET,3.2134820662060126,windows,1,1,0,3
55441,1,0.7000000000000001,0.5251356175851954,-1,136,60,0.0295181372422582,-1.5112272001437037,AB,1497,3389.0005529968257,3218.384123508523,5046.89937051432,19,3,CA,213,0,BA,1,1,1,0,1500.0,0,INTERNET,20.401597555459265,windows,0,1,0,3
55524,1,0.4,0.088128912053009,27,8,20,0.0004953989233543,-1.2486256305492096,AB,2066,7737.8433209885425,6279.991029724801,6649.42774219684,106,15,CA,138,1,BC,1,1,28,0,200.0,0,INTERNET,2.558464636636621,windows,1,1,0,0
55534,1,0.9,0.2514815574063165,-1,186,30,0.0120437514401849,38.88446232969808,AA,3479,3354.382981185648,5270.868510931758,5139.804471247951,34,12,CB,117,1,BA,0,1,15,0,500.0,0,INTERNET,13.68345425168456,windows,1,1,0,1
55537,1,0.1,0.8633264533298428,-1,77,60,0.0026985485862706,-1.1092790578878824,AC,2464,9324.36682334846,5795.573769783322,4798.932687723604,0,9,CC,174,1,BC,1,1,-1,0,200.0,0,INTERNET,4.095908423626796,windows,0,1,0,0
55609,1,0.6000000000000001,0.7893867625092216,-1,125,50,0.0047747275909968,-0.8388544010760179,AC,1214,6608.520707476311,5001.087300423787,5146.625214304072,2,8,CA,278,1,BA,0,1,-1,1,1500.0,0,INTERNET,8.628159800372085,windows,0,1,0,2
55751,1,0.7000000000000001,0.3551639651389423,-1,329,20,0.020682151150418,-0.4339265996969496,AC,3127,3948.739220821698,3142.18448213299,4341.004067570077,1,3,CA,83,1,BC,0,0,-1,0,200.0,0,INTERNET,2.5556006976619186,other,0,1,0,5
55771,1,0.7000000000000001,0.6262521127459799,-1,21,20,0.0042364513927334,-1.6335313517151562,AB,1359,8921.145129148414,6379.422641498163,5619.345351506968,10,8,CA,51,0,BC,0,1,31,0,200.0,0,INTERNET,5.30252269127906,linux,0,1,0,2
55799,1,0.6000000000000001,0.7936864575301256,-1,261,30,0.0001566842955122,23.62773460547386,AA,2574,7298.125543807535,6170.072033860978,6337.06313280712,45,14,CA,17,1,BB,0,1,-1,0,1500.0,0,INTERNET,8.594775723316161,other,1,1,0,0
55954,1,0.1,0.3230557242439397,-1,40,30,0.0210823650053373,-0.9559886041440732,AB,1174,6306.243457932535,5475.938540829211,4382.027840574703,20,16,CA,203,1,BA,0,1,26,1,1500.0,0,INTERNET,2.1010367124418416,other,0,1,0,4
55997,1,0.1,0.1087122951480885,-1,86,40,0.0108044391403554,-0.6700574188547453,AB,1488,3855.5404362904296,3438.665469567324,5357.963853993078,1720,5,CA,318,0,BA,1,1,10,0,2000.0,0,INTERNET,14.551348577997391,windows,1,1,0,3
56113,1,0.9,0.1295758101210472,-1,42,40,0.0022882002049824,-0.9393113368091948,AB,1950,2824.593122669771,2243.8711106479163,3629.370351725296,13,6,CA,243,0,BC,1,1,20,0,1500.0,0,INTERNET,1.0940299345910522,macintosh,0,1,0,6
56156,1,0.9,0.0942589994650165,-1,81,30,0.026375283331204,34.8995425367432,AA,1617,7850.255647801992,5622.837659265171,6246.291481706967,6,15,CF,67,1,BD,1,1,25,0,200.0,0,INTERNET,34.167308739523065,windows,1,1,0,0
56235,1,0.9,0.1111619421894966,-1,46,40,0.0087533429317977,-0.8289068216327851,AB,692,5087.86805432833,2651.004363924737,3098.248760425993,14,11,CB,319,1,BA,0,1,28,0,1500.0,0,INTERNET,3.621093780975432,other,0,1,0,7
56302,1,0.6000000000000001,0.994774218779157,-1,37,50,0.0038498489300304,51.67892506617403,AA,1416,6665.777055033525,4270.942530997473,5184.677100940445,18,7,CA,263,0,BC,0,1,21,0,2000.0,1,INTERNET,3.420933293411174,linux,1,1,0,0
56357,1,0.1,0.4866497308245208,-1,26,40,0.0124670228734733,-0.9666372933649484,AB,1443,6774.943426474749,5843.702383038649,5918.889519440058,1416,19,CA,141,1,BC,1,1,25,0,200.0,0,INTERNET,15.288041076289591,windows,0,1,0,0
56379,1,0.9,0.4334068716694346,20,1,30,0.0089517148518368,-0.7634357226975057,AD,1809,727.4309079027397,6120.70040897396,4875.4321266791085,249,19,CA,141,1,BA,0,1,28,0,1500.0,0,INTERNET,7.047716470410415,windows,0,1,0,3
56406,1,0.9,0.119373541845763,-1,58,60,0.0111638109368676,-1.0175154738111651,AB,820,6219.119656783381,5106.72502477555,5532.131470082017,14,3,CA,88,0,BA,0,0,4,0,200.0,0,INTERNET,40.18655787927028,windows,0,2,0,4
56530,1,0.9,0.3233247090845948,-1,361,50,0.0041967756425783,40.08199262077085,AA,3733,7760.15705357111,4113.398468588601,5171.733834664497,8,11,CB,209,0,BA,1,1,31,0,1500.0,0,INTERNET,5.3099274128955125,windows,1,1,0,3
56575,1,0.1,0.7395241401372556,-1,183,50,0.0007677584334618,49.28588341211122,AA,1197,3362.320828639954,3147.5791677036223,3761.079479899468,3,3,CA,108,1,BA,0,1,25,0,500.0,1,INTERNET,6.457592503137051,macintosh,1,1,0,6
56787,1,0.8,0.0419679260571549,-1,48,40,0.0134339246338634,-1.2044894844162917,AB,1028,3989.19430906221,4547.512206659258,5168.68981757474,1,18,CA,175,1,BA,0,1,2,0,200.0,0,INTERNET,2.2239497134795148,windows,0,1,0,1
56807,1,0.8,0.8085284302215094,-1,247,30,0.0059445890711217,-0.8324024026135215,AB,1900,2142.9556455861075,3022.6068232924013,4903.3449390938895,15,9,CA,193,1,BA,0,1,1,0,500.0,0,INTERNET,10.694872737661568,windows,0,1,0,4
56875,1,0.9,0.0534615326851144,-1,284,50,0.007005387227414,-0.8465066050768797,AB,1833,7535.559038737901,5552.425087679381,5897.527648062204,8,1,CA,356,1,BA,0,1,1,1,1500.0,0,INTERNET,0.9815542510756432,linux,0,1,0,0
56909,1,0.9,0.2479518300368669,-1,220,40,0.001671291454089,-0.4251444865979589,AC,744,4254.7170605979545,2720.609916598195,4818.882931470253,0,6,CA,160,1,BA,0,1,-1,0,1000.0,0,INTERNET,3.4331046427045298,other,0,1,0,4
56926,1,0.6000000000000001,0.4815606565128704,-1,69,40,0.0146506385182629,-1.5225476501262831,AC,486,3270.082560667516,1732.2681709536014,3059.898575208378,0,2,CA,305,0,BA,0,0,-1,0,490.0,0,INTERNET,1.1277505037942013,windows,0,1,0,7
56949,1,0.9,0.2295213685977555,-1,66,30,1.5313890816703275,-0.3651589977756402,AC,1370,4509.116077184876,3257.2293383284723,4107.949232445104,0,8,CA,64,0,BB,0,1,-1,0,200.0,0,INTERNET,2.1087036562689816,other,1,1,0,5
56974,1,0.8,0.1264606392642763,-1,116,50,0.0178246637725108,-0.569524208178086,AB,4087,5083.1553311546695,4737.004146741782,4841.946293747959,19,4,CA,313,1,BA,0,1,4,0,1500.0,0,INTERNET,7.314714140868587,windows,0,1,0,3
57078,1,0.1,0.2887122652103359,-1,192,40,0.0163140985412154,-0.3208968716361649,AC,2715,5209.802000164524,6414.757288326644,4876.932983312646,1,8,CA,131,1,BB,0,0,-1,0,200.0,0,TELEAPP,3.4188127336192498,other,1,1,0,1
57225,1,0.9,0.2385706221547139,-1,277,50,0.0084993698356136,-1.0702894897456705,AB,1061,3416.673384307933,3403.266077873472,3174.9500828942537,14,4,CA,227,1,BA,1,1,5,0,500.0,0,INTERNET,3.852095291271004,windows,0,1,0,7
57253,1,0.9,0.4445672492378473,-1,59,40,8.643870346364983,-1.380297732506862,AD,1601,7066.335402363615,7066.9628826983935,6594.496779392455,10,15,CB,50,0,BC,1,0,30,0,200.0,0,INTERNET,5.813167118180022,windows,0,1,0,0
57283,1,0.8,0.1972018357903297,-1,81,30,0.0061610421486613,50.12281602325952,AA,1969,4412.644422070339,5729.023982440124,5175.747904275223,2,12,CA,185,0,BC,0,1,11,0,500.0,0,INTERNET,1.6176140721713808,linux,1,1,0,2
57395,1,0.7000000000000001,0.6637035451240386,-1,240,50,0.005589500696911,-0.9125526712934652,AD,2628,9190.356994730775,5915.365766469831,6027.893183160201,637,3,CA,263,0,BA,0,1,15,0,1500.0,0,INTERNET,37.571872331777065,windows,1,1,0,0
57408,1,0.4,0.9246498559961758,-1,103,40,0.003172401313982,-1.4981705524760205,AC,3490,4372.141956032429,4030.4931408425873,6707.397040941138,0,7,CA,306,0,BA,0,1,-1,0,2000.0,0,INTERNET,4.917769405518383,windows,1,1,0,0
57421,1,0.8,0.8463722018591996,-1,156,50,0.0268941891891256,9.570137570207727,AA,1493,6780.010261550799,7348.878372680218,6706.7802554540085,2,2,CA,85,1,BB,1,1,5,0,200.0,0,INTERNET,6.3245398714370085,windows,0,1,0,0
57690,1,0.8,0.2910323690657794,-1,79,30,0.0457691133031979,-1.5616035140983109,AC,1227,4471.61354789605,5651.341288402839,4795.232092677199,0,9,CA,220,0,BA,0,1,-1,0,1500.0,0,INTERNET,4.140497592476638,other,1,1,0,3
57858,1,0.1,0.1259132965503405,-1,369,80,0.0198791582212954,24.35931749848759,AA,3280,3225.9278706267824,4968.030281763106,4822.305601839159,1266,0,CC,203,0,BA,0,1,25,0,1500.0,0,INTERNET,7.876852996551987,windows,0,1,0,1
57987,1,0.1,0.58233108048021,-1,377,30,0.0167726347694169,-0.7546015008073309,AB,935,6250.763280211551,6078.1613030452345,5303.134783181731,11,14,CB,292,0,BB,0,1,2,0,1500.0,0,INTERNET,4.677694578175951,windows,0,1,0,1
58020,1,0.9,0.8337256615010971,-1,111,70,0.0037078701713821,-0.6851980147468926,AC,2603,6339.20956162822,3920.79621620654,5556.0483455143685,1,1,CD,288,1,BC,0,1,-1,0,1500.0,0,INTERNET,10.737957961178378,windows,0,1,0,2
58121,1,0.9,0.0456510179795206,-1,47,60,0.016535159628087,-0.5932882374954247,AA,841,8132.715891137542,4671.5672287348025,6749.393131461176,1,2,CA,304,0,BA,0,0,4,0,1500.0,0,INTERNET,2.261075025680169,windows,0,1,0,0
58255,1,0.8,0.1791090029109595,-1,181,20,0.0136364106397209,-1.5453299274053305,AD,484,4931.698669908521,2835.607087799764,3134.730174791903,10,7,CA,70,0,BA,0,1,1,0,200.0,0,INTERNET,2.710149441550497,other,0,1,0,7
58296,1,0.2,0.1073255132169061,-1,233,40,0.0020293019294928,-1.6356603040052962,AC,965,4584.05577641553,2361.693334508055,3135.237604635321,0,8,CA,168,0,BA,1,1,-1,0,200.0,0,INTERNET,1.2672444163305208,windows,0,1,0,7
58310,1,0.5,0.8571629434082143,-1,84,50,0.0037700022834933,-1.0958825376335706,AB,924,6034.007858729445,5305.196743502821,5140.984642686946,2023,9,CA,218,0,BC,0,1,31,0,1500.0,0,INTERNET,9.451558953818305,windows,0,1,0,3
58311,1,0.8,0.0326104692471826,-1,83,40,0.0065384534708228,54.696202386303575,AA,1469,4598.760399227008,3676.804321258588,5087.3745024596665,65,2,CA,84,1,BB,0,1,28,0,200.0,0,INTERNET,5.272833933370638,linux,1,1,0,1
58717,1,0.8,0.1109943821002388,-1,113,30,0.0173016933525151,-1.2594637884554496,AC,638,5785.424523712523,4493.790475237557,5335.164123924062,1,10,CA,170,1,BB,0,1,-1,0,1500.0,0,INTERNET,46.201327144678345,windows,0,1,0,7
58721,1,0.9,0.0262254783075038,-1,40,50,0.0077609913682419,-0.630937948538898,AB,2689,2087.319478284104,5066.181707758668,4010.565132411523,1840,7,CA,167,1,BC,0,1,28,0,200.0,0,INTERNET,42.54041767490563,windows,0,1,0,5
58843,1,0.9,0.0615016975597146,-1,74,30,0.0165244426498619,-0.3347869013646608,AC,837,3728.920298175328,3135.8801153446075,4367.482024473332,0,8,CA,220,0,BA,0,1,-1,0,2000.0,0,INTERNET,8.058709948180375,windows,0,1,0,6
59028,1,0.8,0.0699175566138508,-1,291,30,0.0121318072511654,-0.9677564389159952,AD,5513,8971.868819131765,7871.483724785916,6706.987310873757,0,11,CA,61,0,BA,0,1,4,0,1500.0,0,INTERNET,2.4617967974094683,other,1,1,0,0
59203,1,0.9,0.0818542921676591,-1,107,40,0.0119016736543181,-0.7844805023732174,AC,2043,935.4801128984872,5217.487816141588,3167.7166548223363,2,9,CD,115,1,BA,0,1,-1,0,200.0,0,INTERNET,3.7438620263064815,other,1,1,0,7
59260,1,0.6000000000000001,0.0889918903659263,-1,102,50,0.0148701626521508,-0.1087931583509416,AD,3047,5874.788586639797,6696.909273690237,5676.995239677534,704,2,CA,248,1,BA,0,1,28,0,200.0,0,INTERNET,6.682716964972645,windows,0,2,0,2
59261,1,0.5,0.4521586659697385,-1,185,40,0.0089306614732451,-1.4324839808876466,AB,1282,4592.17812084736,2985.2333444925293,3896.804819960496,12,4,CA,86,1,BA,1,0,5,1,200.0,0,INTERNET,5.082293961019186,linux,1,1,0,6
59292,1,0.8,0.8443562940221951,34,5,30,71.3645023419823,20.910544605940288,AA,1744,5715.286374866625,3454.7114769045847,6652.60059363117,2,12,CA,217,0,BD,0,1,26,0,500.0,0,INTERNET,7.935720326109434,windows,0,1,0,0
59401,1,0.2,0.1183635669654914,-1,278,40,0.0154439928553591,20.03920899574504,AA,1183,7669.733610417555,5773.321813901819,6656.792939387428,20,15,CB,55,1,BD,0,1,28,1,200.0,0,INTERNET,5.048429738098613,windows,0,1,0,0
59417,1,0.7000000000000001,0.1504347929987505,-1,47,20,0.0219426471911291,-1.3421406051053637,AB,2586,6081.570711713078,4028.208202857176,4432.2539632765,11,16,CA,104,1,BA,0,1,30,0,200.0,0,INTERNET,8.323233921128733,windows,0,1,0,4
59440,1,0.8,0.1487745110520771,-1,373,40,0.0152852130175803,-1.3052654436165274,AB,1701,5371.402683278975,3932.502418839058,4224.344805576371,17,7,CA,250,0,BA,1,1,25,0,1500.0,0,INTERNET,43.085484081042175,windows,0,1,0,4
59521,1,0.9,0.0608958391867415,-1,114,40,0.0067032167857875,-1.0175302169570577,AC,733,2251.91168419526,2580.7278353762063,3142.534530676432,0,7,CA,104,1,BA,0,1,-1,0,200.0,0,INTERNET,4.338446770722293,other,1,1,0,7
59537,1,0.7000000000000001,0.5008529351526738,-1,160,30,0.0064620355810634,109.626686003575,AA,3386,4666.226250206414,4198.428105380795,3843.041461178617,33,9,CA,190,1,BA,1,1,31,0,500.0,0,INTERNET,46.44970489394709,linux,0,1,0,6
59567,1,0.9,0.7826873166352175,-1,74,50,0.0016056591441353,-0.9627331290334664,AD,3185,3096.14516520849,5205.797440805782,4162.638456406755,1,6,CA,82,0,BA,0,1,30,0,200.0,0,INTERNET,5.276424860905731,other,0,1,0,0
59863,1,0.1,0.1718748368259555,-1,106,40,0.0079173721302178,49.76145382821543,AA,1530,5175.939587773431,5838.917463177091,5106.45431941406,33,4,CA,201,1,BC,0,1,5,0,1500.0,1,INTERNET,58.61973841828391,windows,0,1,0,3
59889,1,0.9,0.6030190239956816,-1,99,40,0.0025327465061296,-1.2594959950502589,AB,1459,3416.788920332237,5000.644382801007,4240.388517409486,234,11,CB,156,0,BA,0,1,28,0,200.0,0,INTERNET,8.977585618098676,windows,0,1,0,5
59901,1,0.3,0.534569985145127,-1,111,60,0.0048230755083654,-0.5885894365107687,AB,1356,2575.1200631277543,3915.134892632511,4257.539517058266,34,9,CD,138,1,BB,0,1,30,0,500.0,0,INTERNET,7.675259198200758,windows,1,1,0,3
60019,1,0.9,0.2325822904808469,-1,46,50,0.0042320169943131,-0.8406917234345939,AB,182,10689.686554935575,4985.775305199593,4350.882634454236,12,7,CA,199,1,BA,1,1,1,0,200.0,0,INTERNET,1.1368418337264226,windows,0,1,0,5
60023,1,0.5,0.2317527391745838,-1,99,40,1.0788968493580835,-0.4211350008742309,AB,2541,422.2829376803032,2521.070973845901,3761.563416581303,13,10,CA,83,1,BA,0,1,1,0,200.0,0,INTERNET,10.42682810560424,windows,0,1,0,6
60116,1,0.9,0.0772514981489326,-1,311,40,0.0033092193398775,-1.0555047352632565,AB,1414,4035.5013475366254,3313.2174043751947,4961.59809434324,3,2,CA,292,1,BA,0,1,30,0,200.0,0,INTERNET,2.79188155633238,linux,0,2,0,3
60317,1,0.8,0.7708904755658216,-1,48,20,0.014256257972796,-0.8839497411834311,AB,1933,5629.0048233301695,3517.4893037680195,4977.071179566427,28,22,CA,32,1,BE,0,1,31,0,200.0,0,INTERNET,5.767119118632532,windows,0,1,0,4
60319,1,0.9,0.0598445998501911,-1,180,50,0.0067925862231345,-0.9636543844461218,AB,2055,127.68091227741913,2728.3623212607017,3120.687711643564,1,2,CA,208,1,BB,0,1,-1,0,1500.0,0,INTERNET,14.996402923690296,windows,0,1,0,7
60402,1,0.9,0.1072991452904162,38,7,50,0.0062254607689005,49.98475809142479,AA,1583,10022.89794289358,6880.161291745621,6634.919831843544,15,2,CA,243,0,BB,0,1,19,0,1500.0,0,INTERNET,15.37414807191678,other,0,1,0,0
60595,1,0.9,0.5279110723405018,-1,8,30,0.0007273382512146,-1.7375944231128169,AC,895,1915.8397329136567,6564.820007138572,4919.027574373433,1,20,CC,174,1,BB,0,1,-1,0,200.0,0,INTERNET,50.76534593660725,x11,0,1,0,3
60609,1,0.3,0.4861656857806096,-1,138,20,0.0177635352810786,-0.7777817547767246,AD,2923,12023.98029534761,5060.2466772138105,5611.875283159926,13,13,CB,51,0,BE,0,1,15,0,200.0,0,INTERNET,5.037081718313249,windows,0,2,0,2
60692,1,0.6000000000000001,0.0569076288088205,-1,186,30,0.006550402832676,-1.4272843079608908,AB,2775,9357.574879916478,6092.955781398349,6722.870869520479,1471,14,CA,81,0,BA,0,1,30,0,200.0,0,INTERNET,4.752319700674168,linux,1,1,0,0
60733,1,0.8,0.8465401876347529,-1,74,30,0.0186225036282726,-1.1556817011072833,AB,888,8977.228953304746,5912.801205077071,6672.694780106837,1883,6,CA,224,1,BD,0,1,5,0,500.0,0,INTERNET,6.354759027427738,linux,1,1,0,0
61112,1,0.8,0.8880106693046693,-1,197,40,0.0236156283779856,-1.139136353060538,AC,1073,3653.108496999304,3712.7157475870567,4318.749601768574,1,7,CA,197,0,BB,0,1,-1,0,500.0,0,INTERNET,1.7997553720864996,windows,0,1,0,6
61154,1,0.9,0.2268386946636915,-1,41,50,2.304233675869732,-0.396013274201043,AB,944,6857.905206394556,4943.584382414967,4309.411095101148,2,7,CA,326,1,BA,0,1,-1,0,1500.0,0,INTERNET,6.175366716161991,windows,1,1,0,5
61355,1,0.9,0.8578436512753315,-1,232,30,0.0080913431474908,-0.4555716726471021,AC,813,896.4323834926822,3286.2574537448604,5332.481336811215,0,13,CA,269,1,BA,0,1,1,0,990.0,0,INTERNET,4.988531221487,macintosh,0,1,0,7
61365,1,0.6000000000000001,0.8443308999426129,-1,158,30,0.0107791819451597,-1.7842430646513732,AB,1706,1398.954520358471,2928.97553856704,4682.719926363426,11,19,CA,285,0,BA,0,1,1,1,1500.0,0,INTERNET,2.4813439037566782,windows,0,1,0,3
61389,1,0.6000000000000001,0.048546498936727,-1,135,40,0.0183736642041985,-0.5754624587842742,AC,1177,982.6592704186604,5053.931866995305,5405.813026705646,1,3,CA,87,0,BA,1,0,-1,0,200.0,0,INTERNET,3.996768293821963,windows,0,1,0,2
61413,1,0.8,0.0559926059464069,-1,95,20,0.0082186525394569,-0.8270859275511718,AD,4114,7563.853513076395,4967.450352161332,4857.618169354886,1,19,CA,44,1,BC,0,1,9,0,200.0,0,INTERNET,5.873096676352048,windows,0,1,0,4
61516,1,0.4,0.2657528406356116,-1,122,60,0.0070008950294335,-1.1144444174557977,AB,1694,396.9305922670961,7125.607574062404,3732.565992491029,1,2,CC,227,1,BA,0,1,9,0,1500.0,0,INTERNET,37.90338743105586,windows,0,1,0,6
61567,1,0.1,0.45324339043373,-1,189,50,0.0132797024732871,-0.5453258716970635,AB,742,5377.8555781987125,5202.43852456016,4859.669324495115,13,8,CA,259,1,BA,1,0,1,0,2000.0,0,INTERNET,7.355362318966192,windows,0,1,0,4
61623,1,0.1,0.1562209513498282,-1,48,30,0.0026604319994293,-0.4393151193654331,AD,1099,3010.498695950757,2587.016510211516,4466.387559154108,5,8,CA,329,0,BA,0,1,1,0,2000.0,0,INTERNET,5.720883751056304,windows,0,1,0,6
61796,1,0.6000000000000001,0.4213245277844493,31,9,30,0.0293735160635147,-0.7414519538108484,AC,2432,3006.095828045796,4934.052469200726,5245.250512119734,1,13,CA,84,1,BC,0,1,-1,0,200.0,0,INTERNET,6.402545426587852,windows,0,1,0,2
62261,1,0.9,0.4704368846682221,-1,52,50,0.035247006527295,-1.519663624642598,AC,1309,7572.881630626049,6188.107358885591,5350.991949244411,1,9,CA,171,1,BA,1,0,-1,0,1500.0,0,INTERNET,1.2670000447608003,windows,0,1,0,1
62296,1,0.2,0.7559818994043026,-1,82,40,3.043449216658282,9.159307671625708,AA,2724,5193.931993549008,4838.274845257564,5170.760765021456,1033,4,CB,24,1,BE,0,1,10,0,200.0,0,INTERNET,5.441921818812052,linux,0,1,0,2
62335,1,0.2,0.1107450276613887,-1,244,30,0.0047071160401667,-1.5724494939263245,AB,2073,8006.821718030727,5800.293325683665,5972.705920360885,0,14,CA,108,0,BD,0,0,28,0,200.0,0,INTERNET,3.005716654711041,linux,0,1,0,0
62393,1,0.9,0.2195574936455123,-1,67,30,0.0081203795446946,-0.9549005641795058,AC,2141,3286.182518359161,3991.480262188548,4258.029664361587,1,5,CA,124,0,BA,1,1,-1,0,200.0,0,INTERNET,2.0852842654619588,windows,1,1,0,5
62544,1,0.9,0.1158292534841902,-1,176,50,0.0062592718948017,-1.0464604365012684,AB,2393,5516.425323741569,3526.2627684483773,4336.498032927004,688,8,CA,250,1,BA,0,1,5,0,1000.0,0,INTERNET,8.994524888160566,linux,1,1,0,6
62555,1,0.6000000000000001,0.8524164466542041,-1,43,50,0.0257094313779667,-1.4617273448506205,AB,800,6241.771733905338,5701.630526698733,5065.572822451834,0,2,CC,141,1,BC,0,1,1,0,200.0,0,INTERNET,9.22841193462307,windows,0,1,0,2
62611,1,0.9,0.0260398493264591,-1,369,60,0.0143810484356804,-1.2562871917201008,AD,3078,4454.969592515386,5242.303225611392,5352.479533488304,12,0,CC,144,1,BA,1,1,5,0,500.0,0,INTERNET,15.317435287508973,linux,0,2,0,1
62932,1,0.9,0.0240737177541656,-1,46,40,0.0254401155502853,-0.9182398807942542,AB,1184,7633.498230323487,6002.288475335682,6556.581724008018,682,3,CF,76,0,BA,0,1,15,0,200.0,0,INTERNET,3.225019683134613,other,0,1,0,0
63018,1,0.8,0.4435393180775777,-1,290,60,0.010027108407542,50.745576824641816,AA,980,4146.262186708005,2425.137796756017,3753.455490069646,2,2,CC,153,0,BA,1,1,19,1,500.0,0,INTERNET,4.750543436034531,windows,0,1,0,6
63068,1,0.6000000000000001,0.1886164443020096,-1,54,30,0.0172798863464468,12.930746959477805,AA,2938,8865.9050981631,6236.001225035432,4189.815399763258,1,2,CD,61,1,BC,1,0,30,0,200.0,0,INTERNET,11.121919952066794,linux,1,1,0,5
63126,1,0.9,0.5232036600717852,-1,220,40,0.0047663537180167,50.10940959538339,AA,1721,3771.0108348101,3216.2534756092823,3156.319231445632,2,9,CA,149,0,BA,0,1,1,1,1500.0,0,INTERNET,1.282385616700257,windows,1,1,0,7
63335,1,0.9,0.8524589792837154,-1,285,40,0.0094759417150629,-1.0794402753438366,AD,1655,7943.017812950511,6818.388684703315,6737.5122791986,8,7,CA,190,1,BA,0,1,30,0,1500.0,0,INTERNET,3.879231532030087,windows,0,1,0,0
63361,1,0.6000000000000001,0.104574634287503,-1,229,50,0.0006223973988759,-2.0967835705402766,AB,2773,2346.215653345779,2407.2712075304776,4370.653040883689,15,7,CA,224,0,BA,0,1,25,0,1500.0,0,INTERNET,1.4352163346259494,windows,0,1,0,4
63366,1,0.9,0.3315605849114725,-1,50,30,2.5087641327485573,99.75555601416688,AA,632,4521.783301304511,3185.741556251678,4427.687503906111,1,6,CA,266,0,BA,0,1,10,0,2000.0,0,INTERNET,4.736572364174269,windows,1,1,0,4
63368,1,0.4,0.2195400659004211,199,183,50,0.8943356853695023,15.460937033467612,AA,754,6234.840076202404,4062.909566980401,6635.244253234586,31,8,CA,231,0,BC,0,1,25,0,500.0,0,INTERNET,16.919761010075828,windows,1,1,0,0
